date,hospital,17-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,other,total
2006-01-01,Hospital Sultanah Nora Ismail,21,2,2,3,6,1,0,0,1,0,36
2006-01-01,Hospital Sultanah Aminah,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Sultanah Bahiyah,0,0,0,1,0,0,0,0,0,0,1
2006-01-01,,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Raja Perempuan Zainab II,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Melaka,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Tengku Ampuan Afzan,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Sultan Haji Ahmad Shah,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Seberang Jaya,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Raja Permaisuri Bainun,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Taiping,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Tengku Ampuan Rahimah,1,0,0,0,0,0,0,0,0,0,1
2006-01-01,Hospital Sultanah Nur Zahirah,1,1,0,0,0,0,0,0,0,0,2
2006-01-01,Hospital Queen Elizabeth II,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Duchess Of Kent,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Tawau,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Umum Sarawak,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Miri,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Hospital Sibu,0,0,0,0,0,0,0,0,0,0,0
2006-01-01,Pusat Darah Negara,101,28,29,14,18,6,5,2,0,0,203
2006-01-02,Hospital Sultanah Nora Ismail,1,2,0,0,0,0,0,0,0,0,3
2006-01-02,Hospital Sultanah Aminah,0,0,0,0,0,0,1,0,0,0,1
2006-01-02,,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Sultanah Bahiyah,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Raja Perempuan Zainab II,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Melaka,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Tengku Ampuan Afzan,2,4,1,0,0,1,1,0,0,0,9
2006-01-02,Hospital Sultan Haji Ahmad Shah,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Seberang Jaya,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Raja Permaisuri Bainun,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Taiping,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Tengku Ampuan Rahimah,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Sultanah Nur Zahirah,1,0,0,0,0,0,0,0,0,0,1
2006-01-02,Hospital Queen Elizabeth II,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Duchess Of Kent,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Tawau,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Umum Sarawak,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Miri,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Hospital Sibu,0,0,0,0,0,0,0,0,0,0,0
2006-01-02,Pusat Darah Negara,12,9,10,8,19,5,4,2,0,0,69
2006-01-03,Hospital Sultanah Nora Ismail,0,0,1,0,0,0,0,0,0,0,1
2006-01-03,Hospital Sultanah Aminah,0,0,0,1,0,0,0,0,0,0,1
2006-01-03,,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Sultanah Bahiyah,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Raja Perempuan Zainab II,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Melaka,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Tengku Ampuan Afzan,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Sultan Haji Ahmad Shah,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Seberang Jaya,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Raja Permaisuri Bainun,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Taiping,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Tengku Ampuan Rahimah,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Sultanah Nur Zahirah,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Queen Elizabeth II,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Duchess Of Kent,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Tawau,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Umum Sarawak,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Miri,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Hospital Sibu,0,0,0,0,0,0,0,0,0,0,0
2006-01-03,Pusat Darah Negara,1,2,0,1,1,0,0,1,0,0,6
2006-01-04,Hospital Sultanah Nora Ismail,1,1,0,0,0,0,0,0,0,0,2
2006-01-04,Hospital Sultanah Aminah,1,3,5,6,3,4,0,0,0,1,23
2006-01-04,,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Hospital Sultanah Bahiyah,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Hospital Raja Perempuan Zainab II,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Hospital Melaka,1,0,0,0,0,0,0,0,0,0,1
2006-01-04,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Hospital Tengku Ampuan Afzan,0,0,1,1,0,0,0,0,0,0,2
2006-01-04,Hospital Sultan Haji Ahmad Shah,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Hospital Seberang Jaya,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Hospital Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Hospital Raja Permaisuri Bainun,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Hospital Taiping,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Hospital Tengku Ampuan Rahimah,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Hospital Sultanah Nur Zahirah,6,2,0,0,0,0,0,0,0,0,8
2006-01-04,Hospital Queen Elizabeth II,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Hospital Duchess Of Kent,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Hospital Tawau,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Hospital Umum Sarawak,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Hospital Miri,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Hospital Sibu,0,0,0,0,0,0,0,0,0,0,0
2006-01-04,Pusat Darah Negara,162,29,21,6,13,12,6,1,0,0,250
2006-01-05,Hospital Sultanah Nora Ismail,1,1,0,0,1,0,0,0,0,0,3
2006-01-05,Hospital Sultanah Aminah,2,2,5,1,2,1,0,0,0,0,13
2006-01-05,,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,Hospital Sultanah Bahiyah,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,Hospital Raja Perempuan Zainab II,4,4,1,1,0,0,0,0,0,0,10
2006-01-05,Hospital Melaka,6,1,1,0,0,1,0,0,0,0,9
2006-01-05,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,Hospital Tengku Ampuan Afzan,33,2,0,0,2,0,1,0,0,0,38
2006-01-05,Hospital Sultan Haji Ahmad Shah,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,Hospital Seberang Jaya,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,Hospital Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,Hospital Raja Permaisuri Bainun,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,Hospital Taiping,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,Hospital Tengku Ampuan Rahimah,0,0,0,1,0,0,0,0,0,0,1
2006-01-05,Hospital Sultanah Nur Zahirah,36,0,0,0,0,0,0,0,0,0,36
2006-01-05,Hospital Queen Elizabeth II,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,Hospital Duchess Of Kent,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,Hospital Tawau,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,Hospital Umum Sarawak,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,Hospital Miri,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,Hospital Sibu,0,0,0,0,0,0,0,0,0,0,0
2006-01-05,Pusat Darah Negara,136,31,15,10,11,6,7,1,0,0,217
2006-01-06,Hospital Sultanah Nora Ismail,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Sultanah Aminah,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Sultanah Bahiyah,1,0,0,0,0,0,0,0,0,0,1
2006-01-06,,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Raja Perempuan Zainab II,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Melaka,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Tengku Ampuan Afzan,0,0,0,0,1,0,0,0,0,0,1
2006-01-06,Hospital Sultan Haji Ahmad Shah,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Seberang Jaya,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Raja Permaisuri Bainun,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Taiping,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Tengku Ampuan Rahimah,1,0,0,0,0,0,0,0,0,0,1
2006-01-06,Hospital Sultanah Nur Zahirah,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Queen Elizabeth II,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Duchess Of Kent,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Tawau,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Umum Sarawak,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Miri,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Hospital Sibu,0,0,0,0,0,0,0,0,0,0,0
2006-01-06,Pusat Darah Negara,128,11,9,4,6,1,0,0,0,0,159
2006-01-07,Hospital Sultanah Nora Ismail,0,0,1,0,0,0,0,0,0,0,1
2006-01-07,Hospital Sultanah Aminah,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Sultanah Bahiyah,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Raja Perempuan Zainab II,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Melaka,1,0,0,0,0,0,0,0,0,0,1
2006-01-07,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Tengku Ampuan Afzan,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Sultan Haji Ahmad Shah,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Seberang Jaya,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Raja Permaisuri Bainun,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Taiping,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Tengku Ampuan Rahimah,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Sultanah Nur Zahirah,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Queen Elizabeth II,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Duchess Of Kent,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Tawau,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Umum Sarawak,1,0,0,1,0,0,0,0,0,0,2
2006-01-07,Hospital Miri,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Hospital Sibu,0,0,0,0,0,0,0,0,0,0,0
2006-01-07,Pusat Darah Negara,15,13,10,2,7,2,0,0,0,0,49
2006-01-08,Hospital Sultanah Nora Ismail,4,0,2,1,2,1,0,0,0,0,10
2006-01-08,Hospital Sultanah Aminah,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,Hospital Sultanah Bahiyah,3,1,0,0,0,0,0,0,0,0,4
2006-01-08,,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,Hospital Raja Perempuan Zainab II,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,Hospital Melaka,1,0,0,0,0,0,1,0,0,0,2
2006-01-08,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,Hospital Tengku Ampuan Afzan,1,3,1,4,3,0,1,0,0,0,13
2006-01-08,Hospital Sultan Haji Ahmad Shah,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,Hospital Seberang Jaya,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,Hospital Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,Hospital Raja Permaisuri Bainun,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,Hospital Taiping,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,Hospital Tengku Ampuan Rahimah,1,1,0,1,0,0,0,0,0,0,3
2006-01-08,Hospital Sultanah Nur Zahirah,18,2,2,4,1,0,1,0,0,0,28
2006-01-08,Hospital Queen Elizabeth II,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,Hospital Duchess Of Kent,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,Hospital Tawau,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,Hospital Umum Sarawak,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,Hospital Miri,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,Hospital Sibu,0,0,0,0,0,0,0,0,0,0,0
2006-01-08,Pusat Darah Negara,186,36,25,30,17,10,4,0,0,0,308
2006-01-09,Hospital Sultanah Nora Ismail,0,0,0,1,0,0,0,0,0,0,1
2006-01-09,Hospital Sultanah Aminah,0,0,1,1,0,0,0,0,0,0,2
2006-01-09,,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Hospital Sultanah Bahiyah,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Hospital Raja Perempuan Zainab II,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Hospital Melaka,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Hospital Tengku Ampuan Afzan,0,0,0,0,1,0,0,0,0,0,1
2006-01-09,Hospital Sultan Haji Ahmad Shah,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Hospital Seberang Jaya,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Hospital Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Hospital Raja Permaisuri Bainun,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Hospital Taiping,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Hospital Tengku Ampuan Rahimah,1,0,1,0,0,0,0,0,0,0,2
2006-01-09,Hospital Sultanah Nur Zahirah,3,0,0,1,0,0,0,0,0,0,4
2006-01-09,Hospital Queen Elizabeth II,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Hospital Duchess Of Kent,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Hospital Tawau,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Hospital Umum Sarawak,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Hospital Miri,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Hospital Sibu,0,0,0,0,0,0,0,0,0,0,0
2006-01-09,Pusat Darah Negara,218,11,4,3,1,1,1,0,0,0,239
2006-01-10,Hospital Sultanah Nora Ismail,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Sultanah Aminah,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Sultanah Bahiyah,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Raja Perempuan Zainab II,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Melaka,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Tengku Ampuan Afzan,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Sultan Haji Ahmad Shah,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Seberang Jaya,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Raja Permaisuri Bainun,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Taiping,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Tengku Ampuan Rahimah,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Sultanah Nur Zahirah,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Queen Elizabeth II,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Duchess Of Kent,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Tawau,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Umum Sarawak,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Miri,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Hospital Sibu,0,0,0,0,0,0,0,0,0,0,0
2006-01-10,Pusat Darah Negara,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Sultanah Nora Ismail,0,0,0,1,0,0,0,0,0,0,1
2006-01-11,Hospital Sultanah Aminah,0,0,1,2,1,1,0,0,0,0,5
2006-01-11,,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Sultanah Bahiyah,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Raja Perempuan Zainab II,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Melaka,0,0,0,1,0,0,0,0,0,0,1
2006-01-11,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Tengku Ampuan Afzan,2,0,0,0,0,0,0,0,0,0,2
2006-01-11,Hospital Sultan Haji Ahmad Shah,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Seberang Jaya,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Raja Permaisuri Bainun,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Taiping,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Tengku Ampuan Rahimah,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Sultanah Nur Zahirah,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Queen Elizabeth II,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Duchess Of Kent,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Tawau,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Umum Sarawak,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Miri,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Hospital Sibu,0,0,0,0,0,0,0,0,0,0,0
2006-01-11,Pusat Darah Negara,337,20,8,3,6,2,0,0,0,0,376
2006-01-12,Hospital Sultanah Nora Ismail,2,0,0,0,0,0,0,0,0,0,2
2006-01-12,Hospital Sultanah Aminah,17,2,1,5,3,1,2,0,0,0,31
2006-01-12,,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Sultanah Bahiyah,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Raja Perempuan Zainab II,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Melaka,2,0,0,0,0,0,0,0,0,0,2
2006-01-12,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Tengku Ampuan Afzan,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Sultan Haji Ahmad Shah,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Seberang Jaya,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Raja Permaisuri Bainun,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Taiping,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Tengku Ampuan Rahimah,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Sultanah Nur Zahirah,2,0,0,0,0,0,0,0,0,0,2
2006-01-12,Hospital Queen Elizabeth II,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Duchess Of Kent,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Tawau,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Umum Sarawak,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Miri,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Hospital Sibu,0,0,0,0,0,0,0,0,0,0,0
2006-01-12,Pusat Darah Negara,513,94,23,22,8,7,3,1,0,0,671
2006-01-13,Hospital Sultanah Nora Ismail,0,0,0,0,0,0,0,0,0,0,0
2006-01-13,Hospital Sultanah Aminah,9,8,1,1,1,0,0,0,0,0,20
2006-01-13,,0,0,0,0,0,0,0,0,0,0,0
2006-01-13,Hospital Sultanah Bahiyah,1,0,0,0,0,1,1,0,0,0,3
2006-01-13,,0,0,0,0,0,0,0,0,0,0,0
2006-01-13,Hospital Raja Perempuan Zainab II,0,0,0,0,0,0,0,0,0,0,0
2006-01-13,Hospital Melaka,0,0,0,0,0,0,0,0,0,0,0
2006-01-13,Hospital Tuanku Jaafar,0,0,0,0,0,0,0,0,0,0,0
2006-01-13,,0,0,0,0,0,0,0,0,0,0,0
2006-01-13,Hospital Tengku Ampuan Afzan,5,1,1,0,2,4,0,2,0,0,15
