date,state,17-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,other,total
2013-05-14,Malaysia,423,103,73,53,26,17,11,3,0,0,709
2013-05-15,Malaysia,349,94,67,38,40,21,7,2,0,1,619
2013-05-16,Malaysia,343,61,39,25,18,16,5,2,1,1,511
2013-05-17,Malaysia,162,68,41,31,23,13,8,2,0,0,348
2013-05-18,Malaysia,395,83,71,33,45,19,15,9,0,2,672
2013-05-19,Malaysia,142,105,76,78,83,44,38,24,2,0,592
2013-05-20,Malaysia,90,48,36,17,12,7,3,2,0,0,215
2013-05-21,Malaysia,178,92,67,50,22,13,12,2,1,0,437
2013-05-22,Malaysia,147,79,69,38,22,17,9,3,0,0,384
2013-05-23,Malaysia,150,51,50,38,25,22,8,1,0,1,346
2013-05-24,Malaysia,144,90,88,84,74,47,33,21,3,0,584
2013-05-25,Malaysia,851,52,31,33,35,23,17,7,0,0,1049
2013-05-26,Malaysia,98,69,78,65,61,41,33,13,2,0,460
2013-05-27,Malaysia,176,52,31,18,8,10,1,1,1,0,298
2013-05-28,Malaysia,225,63,40,31,12,5,3,0,0,0,379
2013-05-29,Malaysia,129,61,64,42,23,16,10,2,0,0,347
2013-05-30,Malaysia,316,110,87,41,34,20,9,4,0,0,621
2013-05-31,Malaysia,201,56,25,14,24,14,8,1,1,0,344
2013-06-01,Malaysia,147,48,45,39,28,24,10,5,0,0,346
2013-06-02,Malaysia,100,58,75,61,47,35,14,11,1,0,402
2013-06-03,Malaysia,189,33,21,19,4,4,6,1,0,0,277
2013-06-04,Malaysia,154,83,41,33,27,10,19,2,0,0,369
2013-06-05,Malaysia,372,92,68,27,19,8,4,2,0,1,593
2013-06-06,Malaysia,239,69,30,25,17,10,3,1,0,0,394
2013-06-07,Malaysia,79,37,23,21,21,9,7,0,1,0,198
2013-06-08,Malaysia,76,37,37,26,15,16,6,1,0,0,214
2013-06-09,Malaysia,145,56,71,40,35,22,22,11,0,0,402
2013-06-10,Malaysia,93,66,36,21,17,7,7,2,0,0,249
2013-06-11,Malaysia,214,61,46,29,16,17,13,4,0,5,405
2013-06-12,Malaysia,225,92,55,48,33,23,16,4,0,2,498
2013-06-13,Malaysia,225,106,56,44,30,14,8,8,1,0,492
2013-06-14,Malaysia,113,67,60,29,19,14,5,2,0,0,309
2013-06-15,Malaysia,317,106,69,45,40,31,11,5,1,1,626
2013-06-16,Malaysia,121,101,88,64,47,57,14,9,0,0,501
2013-06-17,Malaysia,294,59,49,38,17,17,6,4,0,0,484
2013-06-18,Malaysia,343,79,86,51,22,22,8,3,2,0,616
2013-06-19,Malaysia,344,72,64,50,35,17,13,8,0,1,604
2013-06-20,Malaysia,374,87,69,64,42,30,15,7,0,6,694
2013-06-21,Malaysia,78,72,71,54,34,22,14,2,1,0,348
2013-06-22,Malaysia,372,75,46,51,44,47,24,6,0,0,665
2013-06-23,Malaysia,167,102,66,85,80,61,43,17,1,0,622
2013-06-24,Malaysia,174,44,35,20,14,5,2,1,0,0,295
2013-06-25,Malaysia,275,71,55,39,23,12,9,3,0,0,487
2013-06-26,Malaysia,217,50,37,35,19,9,6,3,0,0,376
2013-06-27,Malaysia,249,68,48,36,20,14,12,2,0,0,449
2013-06-28,Malaysia,105,58,36,25,22,6,14,3,1,0,270
2013-06-29,Malaysia,155,71,45,46,22,25,13,7,0,0,384
2013-06-30,Malaysia,220,139,97,97,75,35,35,4,2,2,706
2013-07-01,Malaysia,219,219,61,44,28,25,18,1,0,1,616
2013-07-02,Malaysia,453,72,71,34,29,19,11,4,0,1,694
2013-07-03,Malaysia,409,81,63,47,34,21,14,8,1,0,678
2013-07-04,Malaysia,228,127,68,36,13,18,16,3,1,0,510
2013-07-05,Malaysia,209,77,50,29,22,10,3,3,0,1,404
2013-07-06,Malaysia,335,182,141,100,69,58,29,9,0,0,923
2013-07-07,Malaysia,341,211,147,141,92,56,34,19,0,0,1041
2013-07-08,Malaysia,366,90,56,29,29,23,16,6,0,2,617
2013-07-09,Malaysia,210,51,52,36,31,15,4,1,0,0,400
2013-07-10,Malaysia,32,7,5,7,13,10,5,3,1,0,83
2013-07-11,Malaysia,113,11,0,2,0,4,1,3,0,0,134
2013-07-12,Malaysia,36,18,11,9,14,9,8,2,0,0,107
2013-07-13,Malaysia,43,33,35,25,12,13,13,3,0,0,177
2013-07-14,Malaysia,193,87,94,92,117,57,48,32,3,1,724
2013-07-15,Malaysia,126,12,5,4,5,2,0,0,0,0,154
2013-07-16,Malaysia,371,17,12,6,4,3,1,1,0,1,416
2013-07-17,Malaysia,430,27,15,5,5,5,2,0,0,0,489
2013-07-18,Malaysia,359,17,20,9,16,13,11,3,0,2,450
2013-07-19,Malaysia,290,24,13,9,7,2,3,0,0,0,348
2013-07-20,Malaysia,81,33,33,27,24,19,10,6,1,1,235
2013-07-21,Malaysia,199,96,109,93,100,69,51,27,1,0,745
2013-07-22,Malaysia,210,10,5,2,5,4,3,2,0,1,242
2013-07-23,Malaysia,378,15,10,8,13,11,8,3,0,0,446
2013-07-24,Malaysia,633,57,52,25,18,15,5,6,1,0,812
2013-07-25,Malaysia,161,40,39,23,12,7,4,1,0,0,287
2013-07-26,Malaysia,65,24,23,16,11,8,7,0,0,1,155
2013-07-27,Malaysia,197,82,46,48,30,21,13,10,1,0,448
2013-07-28,Malaysia,250,134,95,89,68,47,54,28,3,0,768
2013-07-29,Malaysia,36,9,9,5,2,3,2,0,0,0,66
2013-07-30,Malaysia,202,29,17,13,14,5,4,1,0,0,285
2013-07-31,Malaysia,425,43,18,20,14,8,2,0,0,2,532
2013-08-01,Malaysia,259,27,14,12,12,6,2,1,0,1,334
2013-08-02,Malaysia,85,26,18,12,8,6,5,3,0,0,163
2013-08-03,Malaysia,62,39,32,30,27,13,14,0,0,0,217
2013-08-04,Malaysia,205,98,83,85,74,80,50,18,2,3,698
2013-08-05,Malaysia,42,19,19,12,11,4,5,2,0,0,114
2013-08-06,Malaysia,61,30,16,6,7,6,4,4,0,0,134
2013-08-07,Malaysia,9,7,10,7,7,2,3,3,0,0,48
2013-08-08,Malaysia,2,0,2,1,0,2,1,0,0,0,8
2013-08-09,Malaysia,5,1,1,0,0,0,1,1,0,0,9
2013-08-10,Malaysia,35,23,28,12,16,7,6,2,0,0,129
2013-08-11,Malaysia,96,44,44,29,23,20,12,5,0,0,273
2013-08-12,Malaysia,41,26,24,20,9,10,3,2,0,0,135
2013-08-13,Malaysia,59,37,43,36,23,17,9,2,0,0,226
2013-08-14,Malaysia,190,95,69,49,28,14,7,2,1,0,455
2013-08-15,Malaysia,123,77,50,40,24,12,8,0,0,0,334
2013-08-16,Malaysia,262,48,39,26,18,15,5,2,0,2,417
2013-08-17,Malaysia,169,77,54,31,31,25,9,5,0,0,401
2013-08-18,Malaysia,194,125,118,87,67,55,37,10,1,0,694
2013-08-19,Malaysia,115,27,13,14,10,8,4,1,0,1,193
2013-08-20,Malaysia,273,97,47,28,25,10,11,6,0,0,497
2013-08-21,Malaysia,375,78,50,42,27,12,14,0,1,0,599
2013-08-22,Malaysia,364,65,57,35,15,25,7,5,1,0,574
2013-08-23,Malaysia,152,76,64,41,23,9,7,2,0,0,374
2013-08-24,Malaysia,123,96,76,51,43,22,13,1,0,0,425
2013-08-25,Malaysia,102,71,63,79,61,51,21,12,1,0,461
2013-08-26,Malaysia,182,31,23,17,13,5,12,4,0,0,287
2013-08-27,Malaysia,294,90,57,54,23,10,7,4,0,0,539
2013-08-28,Malaysia,407,106,93,61,40,17,9,9,0,0,742
2013-08-29,Malaysia,329,111,47,20,20,11,4,5,1,1,549
2013-08-30,Malaysia,86,56,39,30,18,6,4,1,1,0,241
2013-08-31,Malaysia,133,101,85,58,59,50,26,10,2,3,527
2013-09-01,Malaysia,111,82,75,47,42,20,18,14,0,2,411
2013-09-02,Malaysia,93,29,24,15,9,13,4,2,0,0,189
2013-09-03,Malaysia,233,74,32,22,9,9,7,2,0,0,388
2013-09-04,Malaysia,378,61,64,31,14,7,3,4,0,0,562
2013-09-05,Malaysia,309,40,16,12,7,4,2,3,0,3,396
2013-09-06,Malaysia,80,17,24,12,17,5,2,3,0,0,160
2013-09-07,Malaysia,361,159,109,72,62,57,34,21,4,3,882
2013-09-08,Malaysia,121,75,64,61,50,36,20,11,2,0,440
2013-09-09,Malaysia,242,65,18,11,8,8,6,2,0,0,360
2013-09-10,Malaysia,369,105,25,26,11,8,3,0,0,0,547
2013-09-11,Malaysia,318,141,46,34,22,16,10,3,0,0,590
2013-09-12,Malaysia,335,132,59,40,25,15,12,7,0,0,625
2013-09-13,Malaysia,116,48,55,29,14,17,8,0,0,0,287
2013-09-14,Malaysia,205,51,34,35,19,17,6,3,1,0,371
2013-09-15,Malaysia,130,88,69,65,57,57,20,7,0,1,494
2013-09-16,Malaysia,105,76,60,56,48,33,19,8,0,1,406
2013-09-17,Malaysia,80,49,33,33,23,22,11,3,0,0,254
2013-09-18,Malaysia,593,64,56,56,26,24,9,5,0,0,833
2013-09-19,Malaysia,427,72,49,39,28,16,9,2,0,1,643
2013-09-20,Malaysia,139,41,34,24,15,8,6,0,0,0,267
2013-09-21,Malaysia,317,55,54,37,32,25,19,5,3,0,547
2013-09-22,Malaysia,156,89,105,96,78,52,42,12,0,0,630
2013-09-23,Malaysia,248,44,31,15,11,12,6,1,1,0,369
2013-09-24,Malaysia,454,97,73,46,20,8,5,1,0,1,705
2013-09-25,Malaysia,379,44,45,34,21,11,11,3,0,0,548
2013-09-26,Malaysia,210,41,26,21,14,5,6,3,0,0,326
2013-09-27,Malaysia,125,84,52,37,24,11,9,1,0,3,346
2013-09-28,Malaysia,206,72,64,53,51,31,29,5,1,0,512
2013-09-29,Malaysia,143,97,92,91,65,39,24,8,0,3,562
2013-09-30,Malaysia,192,19,11,6,9,3,0,0,0,0,240
2013-10-01,Malaysia,200,73,65,28,17,8,4,2,0,0,397
2013-10-02,Malaysia,312,43,22,12,17,4,1,0,0,0,411
2013-10-03,Malaysia,223,62,40,22,16,9,3,2,0,0,377
2013-10-04,Malaysia,200,21,23,9,9,5,8,6,0,1,282
2013-10-05,Malaysia,367,70,73,49,48,26,23,5,0,1,662
2013-10-06,Malaysia,185,67,46,44,51,34,30,8,1,0,466
2013-10-07,Malaysia,153,32,20,17,13,10,9,4,0,0,258
2013-10-08,Malaysia,280,64,54,29,28,25,19,5,0,0,504
2013-10-09,Malaysia,473,69,44,23,11,7,5,2,0,0,634
2013-10-10,Malaysia,178,99,53,43,26,18,7,3,0,1,428
2013-10-11,Malaysia,195,69,42,39,25,16,4,4,0,0,394
2013-10-12,Malaysia,742,36,38,20,15,5,8,8,0,0,872
2013-10-13,Malaysia,202,95,83,69,51,40,43,19,1,0,603
2013-10-14,Malaysia,50,13,12,10,12,8,4,2,0,0,111
2013-10-15,Malaysia,14,7,2,3,2,1,0,3,0,0,32
2013-10-16,Malaysia,81,14,10,8,3,1,1,1,0,0,119
2013-10-17,Malaysia,303,66,51,39,28,20,10,4,1,1,523
2013-10-18,Malaysia,43,21,15,5,8,7,4,2,0,0,105
2013-10-19,Malaysia,195,92,79,52,40,29,24,10,2,0,523
2013-10-20,Malaysia,178,84,81,89,60,47,28,14,2,2,585
2013-10-21,Malaysia,304,51,34,24,21,6,5,2,0,2,449
2013-10-22,Malaysia,384,48,50,20,11,8,6,2,0,0,529
2013-10-23,Malaysia,591,45,33,24,18,9,2,6,1,2,731
2013-10-24,Malaysia,430,41,33,27,13,1,4,2,1,2,554
2013-10-25,Malaysia,359,110,67,49,23,11,10,7,0,1,637
2013-10-26,Malaysia,256,86,77,37,35,33,21,5,1,0,551
2013-10-27,Malaysia,201,95,80,66,56,45,27,6,1,0,577
2013-10-28,Malaysia,202,45,35,11,11,13,6,2,1,0,326
2013-10-29,Malaysia,192,48,36,21,15,11,10,5,0,0,338
2013-10-30,Malaysia,436,50,24,27,20,14,2,1,1,2,577
2013-10-31,Malaysia,175,51,28,34,20,11,3,1,0,2,325
2013-11-01,Malaysia,90,31,37,16,9,16,6,6,0,0,211
2013-11-02,Malaysia,150,111,55,46,34,19,5,7,0,0,427
2013-11-03,Malaysia,105,93,88,55,35,29,23,12,0,0,440
2013-11-04,Malaysia,32,18,8,12,10,2,3,3,0,0,88
2013-11-05,Malaysia,56,52,34,28,17,15,6,0,0,0,208
2013-11-06,Malaysia,103,51,32,18,11,8,7,2,0,0,232
2013-11-07,Malaysia,223,112,49,22,12,14,5,2,0,0,439
2013-11-08,Malaysia,109,61,46,31,24,23,8,2,0,0,304
2013-11-09,Malaysia,102,52,33,31,27,28,13,5,0,1,292
2013-11-10,Malaysia,134,65,79,68,37,30,20,13,0,0,446
2013-11-11,Malaysia,170,36,25,15,7,7,3,0,0,0,263
2013-11-12,Malaysia,193,51,47,19,12,8,2,1,0,0,333
2013-11-13,Malaysia,308,65,40,24,13,13,3,2,0,0,468
2013-11-14,Malaysia,344,76,51,37,24,16,5,1,1,0,555
2013-11-15,Malaysia,165,57,25,22,21,10,5,2,0,0,307
2013-11-16,Malaysia,130,73,32,35,28,25,12,3,1,0,339
2013-11-17,Malaysia,138,55,42,22,21,12,8,8,0,0,306
2013-11-18,Malaysia,90,30,16,17,7,3,2,2,0,0,167
2013-11-19,Malaysia,175,48,44,31,25,11,10,3,0,0,347
2013-11-20,Malaysia,208,98,76,42,25,12,10,1,0,1,473
2013-11-21,Malaysia,162,78,60,58,21,12,7,1,0,1,400
2013-11-22,Malaysia,57,39,35,20,11,10,7,0,0,0,179
2013-11-23,Malaysia,133,51,49,35,29,16,11,3,0,0,327
2013-11-24,Malaysia,172,91,85,79,63,38,21,13,1,0,563
2013-11-25,Malaysia,131,29,16,11,5,5,2,3,0,0,202
2013-11-26,Malaysia,115,67,33,24,20,13,5,0,0,0,277
2013-11-27,Malaysia,174,84,44,25,17,15,5,4,0,1,369
2013-11-28,Malaysia,172,77,69,58,23,8,6,0,0,0,413
2013-11-29,Malaysia,161,92,61,37,28,20,11,8,1,0,419
2013-11-30,Malaysia,160,51,52,37,22,23,8,3,0,1,357
2013-12-01,Malaysia,204,114,95,86,51,42,24,15,1,0,632
2013-12-02,Malaysia,49,33,25,14,22,9,6,3,0,0,161
2013-12-03,Malaysia,159,51,47,29,12,9,7,1,0,0,315
2013-12-04,Malaysia,390,83,47,22,21,13,9,4,0,0,589
2013-12-05,Malaysia,243,83,39,30,24,8,6,4,0,0,437
2013-12-06,Malaysia,108,51,36,26,17,19,8,2,1,1,269
2013-12-07,Malaysia,154,82,81,54,37,36,25,7,0,0,476
2013-12-08,Malaysia,118,77,80,49,37,41,31,12,1,1,447
2013-12-09,Malaysia,109,42,29,19,16,12,8,1,1,0,237
2013-12-10,Malaysia,312,87,48,34,23,13,9,8,0,0,534
2013-12-11,Malaysia,394,63,37,23,10,5,9,1,0,0,542
2013-12-12,Malaysia,284,120,54,44,26,14,6,3,1,1,553
2013-12-13,Malaysia,109,51,38,29,14,12,7,0,0,1,261
2013-12-14,Malaysia,145,70,54,52,29,14,12,4,1,0,381
2013-12-15,Malaysia,158,90,72,94,83,55,40,16,3,1,612
2013-12-16,Malaysia,116,26,18,11,14,13,6,1,0,0,205
2013-12-17,Malaysia,295,64,41,37,16,8,8,1,1,1,472
2013-12-18,Malaysia,190,121,98,76,49,37,15,7,0,0,593
2013-12-19,Malaysia,175,66,47,39,28,9,5,2,0,0,371
2013-12-20,Malaysia,199,51,22,22,16,11,8,0,0,0,329
2013-12-21,Malaysia,458,63,42,35,28,31,16,7,0,0,680
2013-12-22,Malaysia,203,111,78,74,49,34,23,9,3,1,585
2013-12-23,Malaysia,117,30,28,27,22,10,6,3,0,0,243
2013-12-24,Malaysia,88,49,39,35,21,7,1,4,0,1,245
2013-12-25,Malaysia,83,41,41,23,15,15,5,3,0,0,226
2013-12-26,Malaysia,30,14,17,15,7,6,4,0,0,0,93
2013-12-27,Malaysia,77,44,42,27,30,14,10,4,0,0,248
2013-12-28,Malaysia,105,59,66,45,31,15,6,11,0,0,338
2013-12-29,Malaysia,156,73,86,79,74,52,26,18,1,0,565
2013-12-30,Malaysia,161,17,13,10,12,4,8,0,0,1,226
2013-12-31,Malaysia,61,30,30,20,13,18,15,2,0,0,189
2014-01-01,Malaysia,148,67,45,45,29,13,10,6,0,0,363
2014-01-02,Malaysia,186,31,23,16,10,4,4,1,0,0,275
2014-01-03,Malaysia,78,19,24,12,10,9,3,1,0,0,156
2014-01-04,Malaysia,229,87,55,34,28,17,10,1,0,0,461
2014-01-05,Malaysia,119,51,54,40,29,39,18,9,1,0,360
2014-01-06,Malaysia,62,36,15,12,6,11,9,3,0,0,154
2014-01-07,Malaysia,234,51,39,25,12,8,9,2,0,1,381
2014-01-08,Malaysia,457,60,54,31,35,13,5,4,1,3,663
2014-01-09,Malaysia,350,64,45,30,25,8,8,4,1,2,537
2014-01-10,Malaysia,185,44,31,16,16,11,6,2,2,2,315
2014-01-11,Malaysia,267,80,74,72,38,30,21,7,1,0,590
2014-01-12,Malaysia,165,72,69,54,53,46,26,9,2,0,496
2014-01-13,Malaysia,162,33,25,10,24,16,8,3,0,1,282
2014-01-14,Malaysia,104,49,46,24,32,20,12,9,1,1,298
2014-01-15,Malaysia,467,32,19,12,11,14,4,0,0,0,559
2014-01-16,Malaysia,211,72,53,37,32,16,8,2,1,1,433
2014-01-17,Malaysia,340,173,148,139,87,65,29,14,1,2,998
2014-01-18,Malaysia,363,75,57,35,35,15,9,2,0,1,592
2014-01-19,Malaysia,333,70,76,52,48,37,25,9,1,0,651
2014-01-20,Malaysia,293,64,22,24,13,6,4,3,0,0,429
2014-01-21,Malaysia,412,62,53,21,20,9,11,3,0,0,591
2014-01-22,Malaysia,602,89,66,45,23,16,6,4,0,0,851
2014-01-23,Malaysia,494,58,28,19,23,4,4,1,0,0,631
2014-01-24,Malaysia,188,31,24,6,9,7,3,0,0,0,268
2014-01-25,Malaysia,320,143,65,45,42,20,20,7,0,1,663
2014-01-26,Malaysia,112,64,54,54,52,25,16,6,0,0,383
2014-01-27,Malaysia,236,54,41,30,19,9,8,0,1,1,399
2014-01-28,Malaysia,392,73,56,42,27,12,5,0,1,1,609
2014-01-29,Malaysia,410,92,90,43,28,16,8,2,0,0,689
2014-01-30,Malaysia,294,55,40,27,27,7,3,3,0,0,456
2014-01-31,Malaysia,42,39,22,16,12,9,6,2,0,0,148
2014-02-01,Malaysia,72,44,39,32,23,14,5,1,0,0,230
2014-02-02,Malaysia,53,40,39,30,21,14,5,3,0,0,205
2014-02-03,Malaysia,102,46,38,20,27,15,14,6,2,0,270
2014-02-04,Malaysia,125,45,38,37,15,13,11,4,0,2,290
2014-02-05,Malaysia,199,72,48,42,20,21,19,6,0,3,430
2014-02-06,Malaysia,397,55,35,21,19,16,6,7,0,1,557
2014-02-07,Malaysia,115,31,17,13,21,8,4,2,0,0,211
2014-02-08,Malaysia,82,40,46,24,19,6,3,5,0,0,225
2014-02-09,Malaysia,269,64,81,76,42,31,18,10,0,0,591
2014-02-10,Malaysia,149,47,31,23,11,15,10,4,1,3,294
2014-02-11,Malaysia,335,78,32,24,21,13,10,2,1,0,516
2014-02-12,Malaysia,446,66,42,34,14,15,12,2,1,0,632
2014-02-13,Malaysia,371,101,88,46,29,19,18,7,2,1,682
2014-02-14,Malaysia,269,33,46,26,32,17,12,3,0,0,438
2014-02-15,Malaysia,585,56,49,49,37,26,11,5,0,0,818
2014-02-16,Malaysia,201,97,80,73,53,25,22,6,2,2,561
2014-02-17,Malaysia,68,26,34,26,13,11,9,2,0,0,189
2014-02-18,Malaysia,378,47,35,36,12,19,3,1,0,0,531
2014-02-19,Malaysia,314,85,48,46,19,10,5,8,0,1,536
2014-02-20,Malaysia,342,84,34,25,12,9,7,2,0,0,515
2014-02-21,Malaysia,181,54,69,32,21,17,10,4,0,0,388
2014-02-22,Malaysia,456,64,56,51,32,33,11,18,0,1,722
2014-02-23,Malaysia,187,113,112,137,108,67,50,20,2,0,796
2014-02-24,Malaysia,380,29,14,13,10,5,4,5,0,0,460
2014-02-25,Malaysia,422,94,66,46,12,13,6,4,0,0,663
2014-02-26,Malaysia,397,110,85,68,32,31,13,6,0,0,742
2014-02-27,Malaysia,383,66,61,30,23,19,15,6,0,1,604
2014-02-28,Malaysia,112,42,24,28,13,13,5,2,1,0,240
2014-03-01,Malaysia,262,28,26,27,27,6,5,1,0,0,382
2014-03-02,Malaysia,1333,171,72,53,44,36,21,14,0,1,1745
2014-03-03,Malaysia,153,34,10,16,14,5,5,1,0,0,238
2014-03-04,Malaysia,288,25,18,10,6,5,6,3,0,0,361
2014-03-05,Malaysia,357,86,33,28,16,7,3,3,0,1,534
2014-03-06,Malaysia,238,55,33,31,25,10,8,2,1,1,404
2014-03-07,Malaysia,303,64,67,38,13,10,8,3,0,0,506
2014-03-08,Malaysia,1592,60,55,40,25,14,6,1,0,0,1793
2014-03-09,Malaysia,176,87,67,59,54,42,10,6,2,2,505
2014-03-10,Malaysia,221,31,31,12,7,7,2,1,0,1,313
2014-03-11,Malaysia,248,34,26,18,11,17,10,4,0,0,368
2014-03-12,Malaysia,396,104,67,43,28,13,15,5,0,2,673
2014-03-13,Malaysia,301,46,22,16,13,5,8,3,0,0,414
2014-03-14,Malaysia,141,30,25,20,7,6,6,0,0,0,235
2014-03-15,Malaysia,373,75,49,45,31,20,20,5,0,0,618
2014-03-16,Malaysia,122,71,60,59,36,39,20,13,0,0,420
2014-03-17,Malaysia,235,36,23,16,8,6,1,2,0,0,327
2014-03-18,Malaysia,391,27,15,20,23,2,1,2,0,0,481
2014-03-19,Malaysia,366,89,48,34,26,14,5,3,1,1,587
2014-03-20,Malaysia,236,45,29,14,15,7,1,0,0,0,347
2014-03-21,Malaysia,112,33,21,18,9,18,8,2,0,0,221
2014-03-22,Malaysia,168,74,48,50,26,25,11,9,0,0,411
2014-03-23,Malaysia,133,66,43,50,51,30,34,10,1,0,418
2014-03-24,Malaysia,136,29,18,10,10,5,10,5,1,0,224
2014-03-25,Malaysia,173,81,46,26,15,16,12,6,0,0,375
2014-03-26,Malaysia,309,61,39,33,19,16,14,7,0,2,500
2014-03-27,Malaysia,360,100,67,35,22,16,13,5,0,1,619
2014-03-28,Malaysia,76,72,53,25,20,7,3,0,0,0,256
2014-03-29,Malaysia,212,94,44,42,30,23,14,5,1,1,466
2014-03-30,Malaysia,149,68,78,61,48,27,13,11,0,1,456
2014-03-31,Malaysia,61,31,25,16,12,8,3,0,0,0,156
2014-04-01,Malaysia,311,94,62,22,22,14,6,8,0,2,541
2014-04-02,Malaysia,308,57,35,23,16,8,11,1,0,0,459
2014-04-03,Malaysia,268,83,35,29,9,17,8,2,1,0,452
2014-04-04,Malaysia,70,25,20,19,13,6,7,2,0,0,162
2014-04-05,Malaysia,84,52,59,65,35,26,16,3,0,0,340
2014-04-06,Malaysia,106,82,76,55,45,31,28,10,1,0,434
2014-04-07,Malaysia,115,54,31,26,16,13,14,4,0,1,274
2014-04-08,Malaysia,184,58,43,21,20,18,5,1,0,0,350
2014-04-09,Malaysia,137,84,55,34,19,17,6,5,0,1,358
2014-04-10,Malaysia,205,78,60,16,9,9,6,3,0,0,386
2014-04-11,Malaysia,81,52,51,20,13,15,1,4,0,1,238
2014-04-12,Malaysia,185,134,88,59,48,23,14,8,0,1,560
2014-04-13,Malaysia,211,86,73,73,72,52,19,13,0,2,601
2014-04-14,Malaysia,132,71,42,25,14,16,11,6,0,0,317
2014-04-15,Malaysia,263,51,48,25,15,19,11,5,0,0,437
2014-04-16,Malaysia,334,55,52,26,25,12,4,0,0,3,511
2014-04-17,Malaysia,309,70,50,30,19,15,15,4,0,0,512
2014-04-18,Malaysia,195,52,39,32,18,7,9,2,0,0,354
2014-04-19,Malaysia,185,96,75,80,60,37,20,7,0,0,560
2014-04-20,Malaysia,220,102,113,102,84,53,41,16,3,15,749
2014-04-21,Malaysia,123,42,30,34,26,16,10,5,0,0,286
2014-04-22,Malaysia,263,140,101,51,45,31,24,5,1,1,662
2014-04-23,Malaysia,250,78,44,48,34,28,16,5,1,0,504
2014-04-24,Malaysia,358,85,41,25,27,13,10,1,0,1,561
2014-04-25,Malaysia,117,43,34,37,21,18,14,3,0,0,287
2014-04-26,Malaysia,326,57,47,44,24,22,12,5,0,1,538
2014-04-27,Malaysia,129,126,108,107,125,83,52,18,3,0,751
2014-04-28,Malaysia,178,67,44,36,19,17,12,5,0,0,378
2014-04-29,Malaysia,295,147,167,103,58,24,14,6,1,1,816
2014-04-30,Malaysia,150,32,18,21,13,8,6,1,0,0,249
2014-05-01,Malaysia,248,139,138,136,109,90,61,26,2,1,950
2014-05-02,Malaysia,42,16,17,14,16,6,4,3,0,0,118
2014-05-03,Malaysia,211,89,63,46,41,25,15,3,0,3,496
2014-05-04,Malaysia,98,62,74,67,82,64,35,26,1,0,509
2014-05-05,Malaysia,190,53,30,32,21,13,9,4,0,1,353
2014-05-06,Malaysia,178,87,57,39,18,16,10,5,1,1,412
2014-05-07,Malaysia,231,87,55,53,32,31,13,6,1,0,509
2014-05-08,Malaysia,276,90,68,58,36,21,8,2,0,1,560
2014-05-09,Malaysia,43,21,21,22,16,15,3,1,1,0,143
2014-05-10,Malaysia,94,61,53,36,27,10,10,10,1,1,303
2014-05-11,Malaysia,175,101,92,120,106,68,26,13,2,0,703
2014-05-12,Malaysia,161,49,53,29,28,26,15,11,1,1,374
2014-05-13,Malaysia,196,129,134,131,126,85,70,27,3,4,905
2014-05-14,Malaysia,193,74,73,54,26,16,8,3,0,0,447
2014-05-15,Malaysia,314,117,76,59,43,31,17,4,0,2,663
2014-05-16,Malaysia,49,39,27,28,18,17,13,4,0,0,195
2014-05-17,Malaysia,332,76,65,63,46,37,19,3,1,0,642
2014-05-18,Malaysia,291,200,183,180,140,95,66,32,4,0,1191
2014-05-19,Malaysia,108,36,36,39,24,12,7,4,2,0,268
2014-05-20,Malaysia,113,85,106,74,52,42,30,15,0,3,520
2014-05-21,Malaysia,214,112,79,61,46,40,14,8,0,0,574
2014-05-22,Malaysia,139,112,89,76,43,37,21,4,1,0,522
2014-05-23,Malaysia,185,66,40,30,11,22,9,3,1,1,368
2014-05-24,Malaysia,447,276,106,75,52,52,16,6,1,0,1031
2014-05-25,Malaysia,181,125,107,94,102,55,40,14,2,0,720
2014-05-26,Malaysia,146,71,56,54,45,26,12,7,0,0,417
2014-05-27,Malaysia,205,79,62,48,31,19,24,13,2,0,483
2014-05-28,Malaysia,366,102,95,71,57,25,11,3,0,0,730
2014-05-29,Malaysia,118,75,64,52,28,21,7,4,1,0,370
2014-05-30,Malaysia,103,50,48,34,32,23,5,5,1,1,302
2014-05-31,Malaysia,132,59,54,45,26,27,15,9,1,0,368
2014-06-01,Malaysia,158,74,86,82,66,56,23,9,0,1,555
2014-06-02,Malaysia,76,27,15,11,11,7,3,1,0,0,151
2014-06-03,Malaysia,132,45,53,30,16,12,9,3,1,0,301
2014-06-04,Malaysia,190,60,57,33,14,19,7,3,0,1,384
2014-06-05,Malaysia,151,88,55,24,29,21,8,3,0,0,379
2014-06-06,Malaysia,64,51,48,31,22,19,4,10,0,0,249
2014-06-07,Malaysia,730,156,86,52,37,20,16,4,0,2,1103
2014-06-08,Malaysia,203,79,80,76,74,62,57,25,6,0,662
2014-06-09,Malaysia,122,28,44,43,22,17,6,7,0,2,291
2014-06-10,Malaysia,150,83,83,55,53,18,8,5,1,0,456
2014-06-11,Malaysia,294,126,63,51,42,35,19,0,1,1,632
2014-06-12,Malaysia,327,137,117,82,24,28,17,7,0,0,739
2014-06-13,Malaysia,86,88,89,44,32,17,16,5,0,0,377
2014-06-14,Malaysia,660,59,43,36,38,21,18,10,0,2,887
2014-06-15,Malaysia,218,93,110,84,85,62,38,18,3,0,711
