date,state,17-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,other,total
2006-09-02,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-09-03,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-09-04,Sabah,13,11,6,3,4,3,4,0,0,1,45
2006-09-05,Sabah,2,0,1,1,2,0,0,0,0,0,6
2006-09-06,Sabah,2,1,1,1,2,0,1,0,0,2,10
2006-09-07,Sabah,1,0,1,0,1,2,0,0,0,0,5
2006-09-08,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-09-09,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-09-10,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-09-11,Sabah,2,0,2,1,2,1,0,0,0,1,9
2006-09-12,Sabah,2,1,3,0,0,1,4,0,0,1,12
2006-09-13,Sabah,2,2,0,2,1,0,0,0,0,0,7
2006-09-14,Sabah,0,1,2,0,0,0,0,0,0,0,3
2006-09-15,Sabah,2,0,4,1,0,0,0,0,0,0,7
2006-09-16,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-09-17,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-09-18,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-09-19,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-09-20,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-09-21,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-09-22,Sabah,3,2,4,3,3,1,0,1,0,0,17
2006-09-23,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-09-24,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-09-25,Sabah,0,1,1,0,0,1,0,0,0,0,3
2006-09-26,Sabah,0,0,1,0,0,2,0,1,0,0,4
2006-09-27,Sabah,1,1,1,0,1,0,0,0,0,0,4
2006-09-28,Sabah,0,1,2,0,0,0,0,0,0,0,3
2006-09-29,Sabah,0,2,0,2,0,0,0,0,0,0,4
2006-09-30,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-10-01,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-10-02,Sabah,4,1,2,3,0,1,0,0,0,0,11
2006-10-03,Sabah,0,1,1,2,0,0,0,1,0,0,5
2006-10-04,Sabah,0,0,0,1,0,1,1,0,0,0,3
2006-10-05,Sabah,1,1,0,0,0,0,0,1,0,0,3
2006-10-06,Sabah,2,1,0,1,1,1,0,0,0,0,6
2006-10-07,Sabah,0,0,1,1,1,0,0,0,0,0,3
2006-10-08,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-10-09,Sabah,1,2,2,1,2,0,0,0,0,0,8
2006-10-10,Sabah,3,1,4,1,2,2,0,0,0,0,13
2006-10-11,Sabah,3,1,3,3,0,0,0,1,0,1,12
2006-10-12,Sabah,0,1,1,0,1,1,0,0,0,1,5
2006-10-13,Sabah,0,1,2,2,1,1,1,0,0,1,9
2006-10-14,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-10-15,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-10-16,Sabah,3,1,1,2,2,0,1,1,0,1,12
2006-10-17,Sabah,7,0,5,5,0,0,0,0,0,0,17
2006-10-18,Sabah,3,4,0,1,1,0,0,0,0,0,9
2006-10-19,Sabah,1,0,1,5,0,0,1,0,0,1,9
2006-10-20,Sabah,0,1,1,0,0,0,2,0,0,0,4
2006-10-21,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-10-22,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-10-23,Sabah,1,1,1,0,1,0,0,0,0,0,4
2006-10-24,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-10-25,Sabah,0,1,1,1,0,0,0,0,0,0,3
2006-10-26,Sabah,1,1,1,1,0,1,1,0,0,0,6
2006-10-27,Sabah,2,0,3,3,4,1,0,0,0,2,15
2006-10-28,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-10-29,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-10-30,Sabah,4,6,3,4,2,4,2,0,0,0,25
2006-10-31,Sabah,7,2,2,3,1,0,1,0,0,0,16
2006-11-01,Sabah,0,3,1,0,2,3,0,0,0,1,10
2006-11-02,Sabah,4,2,0,2,0,2,0,1,0,0,11
2006-11-03,Sabah,6,3,5,2,1,2,0,0,0,0,19
2006-11-04,Sabah,0,0,0,2,1,0,1,0,0,0,4
2006-11-05,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-11-06,Sabah,0,4,0,4,2,3,1,0,0,0,14
2006-11-07,Sabah,4,4,3,2,0,5,2,1,0,0,21
2006-11-08,Sabah,4,10,6,5,0,1,0,0,0,0,26
2006-11-09,Sabah,4,9,11,5,4,7,1,1,0,2,44
2006-11-10,Sabah,5,3,3,4,4,4,1,0,0,0,24
2006-11-11,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-11-12,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-11-13,Sabah,2,8,4,5,2,2,1,0,0,0,24
2006-11-14,Sabah,4,2,1,3,0,0,0,0,0,2,12
2006-11-15,Sabah,4,7,2,2,2,0,0,0,0,1,18
2006-11-16,Sabah,4,8,6,5,2,1,2,1,0,1,30
2006-11-17,Sabah,5,4,3,3,3,3,0,1,0,0,22
2006-11-18,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-11-19,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-11-20,Sabah,3,3,0,1,3,0,1,0,0,0,11
2006-11-21,Sabah,1,5,4,6,1,4,1,0,0,0,22
2006-11-22,Sabah,2,1,1,1,0,0,0,1,0,0,6
2006-11-23,Sabah,1,1,0,0,0,1,1,0,0,0,4
2006-11-24,Sabah,2,0,0,0,1,0,0,0,0,0,3
2006-11-25,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-11-26,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-11-27,Sabah,3,3,5,0,1,1,1,0,0,1,15
2006-11-28,Sabah,5,0,4,6,2,0,0,1,0,1,19
2006-11-29,Sabah,0,4,2,1,1,0,1,0,0,0,9
2006-11-30,Sabah,5,2,1,5,2,1,0,0,0,0,16
2006-12-01,Sabah,0,2,2,0,0,0,1,0,0,0,5
2006-12-02,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-12-03,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-12-04,Sabah,4,0,4,0,1,0,0,1,0,0,10
2006-12-05,Sabah,2,0,0,2,1,0,1,0,0,0,6
2006-12-06,Sabah,1,0,0,0,2,0,0,0,0,0,3
2006-12-07,Sabah,1,3,1,1,0,0,0,0,0,0,6
2006-12-08,Sabah,2,1,0,2,0,0,0,0,0,0,5
2006-12-09,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-12-10,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-12-11,Sabah,0,1,1,0,1,1,0,0,0,0,4
2006-12-12,Sabah,2,1,2,3,1,0,1,0,0,1,11
2006-12-13,Sabah,2,2,2,0,0,0,0,0,0,0,6
2006-12-14,Sabah,1,1,0,3,0,0,0,0,0,0,5
2006-12-15,Sabah,1,3,2,0,0,0,0,0,0,0,6
2006-12-16,Sabah,1,0,0,0,0,0,0,0,0,0,1
2006-12-17,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-12-18,Sabah,1,4,2,1,0,0,0,0,0,0,8
2006-12-19,Sabah,1,1,1,1,1,0,0,0,0,0,5
2006-12-20,Sabah,1,0,0,1,3,2,0,1,0,0,8
2006-12-21,Sabah,0,1,1,0,1,2,0,0,0,0,5
2006-12-22,Sabah,2,4,1,1,1,2,0,0,0,0,11
2006-12-23,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-12-24,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-12-25,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-12-26,Sabah,3,3,0,2,1,0,0,0,0,1,10
2006-12-27,Sabah,6,4,2,0,1,1,2,0,0,1,17
2006-12-28,Sabah,1,0,2,4,1,2,1,0,0,0,11
2006-12-29,Sabah,8,4,3,1,0,2,0,0,0,0,18
2006-12-30,Sabah,0,0,0,0,0,0,0,0,0,0,0
2006-12-31,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-01-01,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-01-02,Sabah,1,0,1,0,0,1,0,1,0,0,4
2007-01-03,Sabah,4,3,3,0,0,4,0,0,0,0,14
2007-01-04,Sabah,15,5,3,4,4,1,2,0,0,0,34
2007-01-05,Sabah,15,13,10,4,5,5,1,0,0,0,53
2007-01-06,Sabah,2,1,3,1,1,1,1,0,0,3,13
2007-01-07,Sabah,0,2,0,2,2,0,0,0,0,0,6
2007-01-08,Sabah,16,1,2,2,7,0,1,0,0,0,29
2007-01-09,Sabah,7,12,12,3,5,3,1,1,0,4,48
2007-01-10,Sabah,3,0,0,3,2,4,0,0,0,0,12
2007-01-11,Sabah,18,23,15,13,8,2,2,0,0,7,88
2007-01-12,Sabah,7,1,5,4,4,0,0,0,0,2,23
2007-01-13,Sabah,4,3,4,4,1,2,1,0,0,0,19
2007-01-14,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-01-15,Sabah,4,3,5,6,5,3,1,0,0,1,28
2007-01-16,Sabah,4,1,1,1,3,1,2,0,0,0,13
2007-01-17,Sabah,4,6,3,4,1,2,1,0,0,1,22
2007-01-18,Sabah,5,3,0,3,1,2,0,0,0,0,14
2007-01-19,Sabah,8,3,2,2,1,0,0,0,0,1,17
2007-01-20,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-01-21,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-01-22,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-01-23,Sabah,0,1,1,1,2,2,1,0,0,1,9
2007-01-24,Sabah,1,0,0,0,0,2,0,0,0,0,3
2007-01-25,Sabah,4,3,1,3,2,2,0,1,0,1,17
2007-01-26,Sabah,5,4,1,2,1,0,0,0,0,0,13
2007-01-27,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-01-28,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-01-29,Sabah,2,1,0,0,1,2,0,0,0,0,6
2007-01-30,Sabah,3,2,2,3,0,1,0,1,0,0,12
2007-01-31,Sabah,6,4,0,2,3,1,0,0,1,0,17
2007-02-01,Sabah,51,3,1,2,0,0,0,0,0,0,57
2007-02-02,Sabah,31,2,1,0,0,0,0,0,0,0,34
2007-02-03,Sabah,131,11,3,0,1,0,0,1,0,2,149
2007-02-04,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-02-05,Sabah,4,7,3,3,1,0,0,0,0,0,18
2007-02-06,Sabah,3,3,7,4,3,2,1,0,0,0,23
2007-02-07,Sabah,1,1,0,1,1,2,1,1,0,1,9
2007-02-08,Sabah,7,1,1,0,0,0,0,0,0,0,9
2007-02-09,Sabah,1,0,0,1,1,0,1,0,0,0,4
2007-02-10,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-02-11,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-02-12,Sabah,2,3,0,0,0,0,0,0,0,0,5
2007-02-13,Sabah,6,4,3,1,5,1,0,1,0,0,21
2007-02-14,Sabah,0,1,3,2,1,1,1,0,0,0,9
2007-02-15,Sabah,0,1,4,1,0,2,1,0,0,0,9
2007-02-16,Sabah,0,1,1,1,0,1,1,0,0,0,5
2007-02-17,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-02-18,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-02-19,Sabah,0,2,0,1,0,1,0,0,0,1,5
2007-02-20,Sabah,4,7,4,4,1,0,1,1,0,0,22
2007-02-21,Sabah,4,1,1,3,2,1,0,0,0,0,12
2007-02-22,Sabah,2,2,4,5,3,1,0,0,0,2,19
2007-02-23,Sabah,2,4,0,1,1,1,0,0,0,0,9
2007-02-24,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-02-25,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-02-26,Sabah,1,2,1,1,3,1,0,0,0,0,9
2007-02-27,Sabah,7,6,5,5,4,2,1,1,0,0,31
2007-02-28,Sabah,1,2,3,2,0,3,3,1,0,1,16
2007-03-01,Sabah,6,3,3,2,2,2,0,0,0,0,18
2007-03-02,Sabah,2,1,2,0,0,0,1,1,0,0,7
2007-03-03,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-03-04,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-03-05,Sabah,3,2,1,1,0,0,1,0,0,0,8
2007-03-06,Sabah,2,1,1,4,1,4,1,0,0,0,14
2007-03-07,Sabah,2,1,0,0,2,1,0,1,0,5,12
2007-03-08,Sabah,2,4,1,1,2,2,0,0,0,0,12
2007-03-09,Sabah,1,0,0,2,0,1,0,0,0,0,4
2007-03-10,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-03-11,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-03-12,Sabah,0,2,1,0,2,2,0,0,0,0,7
2007-03-13,Sabah,5,4,2,0,2,0,0,0,0,1,14
2007-03-14,Sabah,2,0,0,3,4,1,0,3,1,2,16
2007-03-15,Sabah,0,1,2,1,1,1,0,0,0,0,6
2007-03-16,Sabah,0,1,0,0,1,1,1,0,0,0,4
2007-03-17,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-03-18,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-03-19,Sabah,9,3,2,1,3,2,0,0,0,0,20
2007-03-20,Sabah,2,1,0,3,1,0,0,0,0,0,7
2007-03-21,Sabah,0,1,1,0,1,1,0,0,0,0,4
2007-03-22,Sabah,0,0,1,1,0,1,0,0,0,0,3
2007-03-23,Sabah,0,0,0,1,0,0,0,0,0,0,1
2007-03-24,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-03-25,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-03-26,Sabah,2,1,1,5,1,1,0,1,0,0,12
2007-03-27,Sabah,1,2,0,3,3,0,0,0,0,0,9
2007-03-28,Sabah,1,0,1,1,0,1,0,0,0,0,4
2007-03-29,Sabah,2,1,0,0,1,0,0,0,0,1,5
2007-03-30,Sabah,1,1,2,1,3,0,1,0,0,0,9
2007-03-31,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-04-01,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-04-02,Sabah,2,3,4,2,0,2,2,1,0,0,16
2007-04-03,Sabah,3,0,0,0,0,0,0,1,0,0,4
2007-04-04,Sabah,6,5,5,11,7,3,1,0,0,1,39
2007-04-05,Sabah,6,5,1,2,3,3,0,0,0,0,20
2007-04-06,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-04-07,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-04-08,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-04-09,Sabah,2,2,0,1,2,2,2,0,0,0,11
2007-04-10,Sabah,4,4,1,1,1,3,1,0,0,0,15
2007-04-11,Sabah,5,5,2,2,1,0,0,0,0,0,15
2007-04-12,Sabah,6,3,2,4,0,0,3,0,0,0,18
2007-04-13,Sabah,0,1,0,0,1,0,1,0,0,0,3
2007-04-14,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-04-15,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-04-16,Sabah,1,0,2,0,1,0,1,0,0,0,5
2007-04-17,Sabah,7,4,5,4,2,3,0,0,0,0,25
2007-04-18,Sabah,1,0,0,4,0,1,0,1,0,0,7
2007-04-19,Sabah,2,2,2,2,1,0,0,0,0,0,9
2007-04-20,Sabah,0,0,0,3,1,0,0,0,0,0,4
2007-04-21,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-04-22,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-04-23,Sabah,1,0,4,1,1,0,0,0,0,0,7
2007-04-24,Sabah,1,0,0,3,1,2,0,0,0,0,7
2007-04-25,Sabah,0,0,1,2,1,4,0,0,0,0,8
2007-04-26,Sabah,1,1,0,0,0,0,0,0,0,0,2
2007-04-27,Sabah,4,0,0,0,1,1,0,0,0,1,7
2007-04-28,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-04-29,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-04-30,Sabah,0,2,0,0,1,2,0,0,0,0,5
2007-05-01,Sabah,1,1,1,0,2,1,0,1,0,0,7
2007-05-02,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-05-03,Sabah,1,2,2,5,1,1,1,0,0,0,13
2007-05-04,Sabah,5,4,2,1,2,1,1,0,0,0,16
2007-05-05,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-05-06,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-05-07,Sabah,2,2,3,4,2,2,1,1,0,0,17
2007-05-08,Sabah,3,1,1,0,0,1,0,0,0,0,6
2007-05-09,Sabah,1,1,1,3,0,1,0,0,0,0,7
2007-05-10,Sabah,0,1,0,0,0,0,0,0,0,0,1
2007-05-11,Sabah,0,1,1,0,0,0,0,0,0,0,2
2007-05-12,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-05-13,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-05-14,Sabah,1,1,0,0,0,0,2,0,0,0,4
2007-05-15,Sabah,1,0,1,1,1,1,0,0,0,0,5
2007-05-16,Sabah,3,1,1,3,2,1,1,0,0,0,12
2007-05-17,Sabah,3,2,1,0,0,0,0,0,0,1,7
2007-05-18,Sabah,0,1,0,0,0,0,0,0,0,0,1
2007-05-19,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-05-20,Sabah,0,0,1,0,0,0,0,0,0,0,1
2007-05-21,Sabah,3,2,4,10,3,3,0,0,0,0,25
2007-05-22,Sabah,1,1,0,1,3,2,0,0,0,0,8
2007-05-23,Sabah,1,1,0,2,0,0,0,0,0,0,4
2007-05-24,Sabah,4,1,1,0,0,0,0,0,0,3,9
2007-05-25,Sabah,0,2,0,1,1,0,0,0,0,0,4
2007-05-26,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-05-27,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-05-28,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-05-29,Sabah,2,3,1,4,3,3,2,0,0,0,18
2007-05-30,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-05-31,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-06-01,Sabah,9,4,10,6,4,0,1,0,0,0,34
2007-06-02,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-06-03,Sabah,0,3,0,1,0,0,0,0,0,0,4
2007-06-04,Sabah,6,5,3,2,2,0,1,0,0,1,20
2007-06-05,Sabah,6,5,1,6,2,2,3,0,0,0,25
2007-06-06,Sabah,3,6,6,7,5,3,2,0,0,3,35
2007-06-07,Sabah,30,4,4,2,3,1,0,1,0,3,48
2007-06-08,Sabah,3,5,3,4,0,0,0,0,0,1,16
2007-06-09,Sabah,3,1,3,1,1,0,0,0,0,0,9
2007-06-10,Sabah,0,0,2,0,1,2,3,0,0,0,8
2007-06-11,Sabah,2,4,2,3,1,0,0,0,0,0,12
2007-06-12,Sabah,6,5,2,4,1,3,3,0,0,0,24
2007-06-13,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-06-14,Sabah,4,9,3,9,3,4,1,0,0,3,36
2007-06-15,Sabah,3,3,1,3,0,3,1,0,0,0,14
2007-06-16,Sabah,15,0,0,1,1,0,0,0,0,0,17
2007-06-17,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-06-18,Sabah,7,4,2,1,1,1,0,0,0,0,16
2007-06-19,Sabah,11,0,2,1,4,0,0,0,0,3,21
2007-06-20,Sabah,6,2,3,0,2,1,0,1,0,1,16
2007-06-21,Sabah,16,6,3,0,4,2,0,0,0,3,34
2007-06-22,Sabah,2,0,0,0,0,0,0,0,0,0,2
2007-06-23,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-06-24,Sabah,1,0,0,0,0,0,0,0,0,0,1
2007-06-25,Sabah,6,1,0,1,0,0,0,0,0,0,8
2007-06-26,Sabah,0,0,1,0,1,4,0,0,0,0,6
2007-06-27,Sabah,1,1,0,1,2,1,0,0,0,0,6
2007-06-28,Sabah,0,0,2,1,0,0,0,0,0,0,3
2007-06-29,Sabah,0,1,0,0,0,0,0,0,0,0,1
2007-06-30,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-07-01,Sabah,12,4,7,6,5,5,0,2,0,1,42
2007-07-02,Sabah,4,2,0,2,3,0,0,1,0,1,13
2007-07-03,Sabah,4,3,2,1,0,0,0,1,0,1,12
2007-07-04,Sabah,5,2,9,5,2,1,0,0,0,0,24
2007-07-05,Sabah,3,1,2,1,1,2,0,0,0,0,10
2007-07-06,Sabah,82,9,8,8,6,0,3,2,0,0,118
2007-07-07,Sabah,5,4,3,6,6,1,1,0,0,0,26
2007-07-08,Sabah,12,13,6,7,5,6,2,0,0,0,51
2007-07-09,Sabah,7,4,6,3,2,3,2,0,0,1,28
2007-07-10,Sabah,12,10,1,3,4,2,0,0,0,0,32
2007-07-11,Sabah,3,1,2,1,3,0,0,0,0,1,11
2007-07-12,Sabah,101,3,1,0,0,0,0,0,0,0,105
2007-07-13,Sabah,76,4,1,1,1,0,0,0,0,1,84
2007-07-14,Sabah,16,5,5,5,2,0,0,0,0,0,33
2007-07-15,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-07-16,Sabah,58,39,26,17,14,3,1,0,0,16,174
2007-07-17,Sabah,25,9,5,4,1,0,0,2,0,0,46
2007-07-18,Sabah,7,2,5,4,5,5,0,0,0,3,31
2007-07-19,Sabah,7,4,5,3,7,10,5,2,0,0,43
2007-07-20,Sabah,75,4,3,2,3,3,0,0,0,0,90
2007-07-21,Sabah,40,29,30,8,5,5,2,1,3,2,125
2007-07-22,Sabah,1,7,1,3,1,0,3,0,1,0,17
2007-07-23,Sabah,43,9,1,3,0,2,0,0,0,2,60
2007-07-24,Sabah,10,9,10,4,4,2,0,0,0,2,41
2007-07-25,Sabah,21,1,1,0,1,0,0,0,0,0,24
2007-07-26,Sabah,29,9,2,7,5,2,1,0,0,0,55
2007-07-27,Sabah,8,5,4,1,1,1,0,0,0,0,20
2007-07-28,Sabah,55,28,17,10,13,10,8,3,0,4,148
2007-07-29,Sabah,0,1,0,0,1,1,0,0,0,0,3
2007-07-30,Sabah,6,2,7,3,1,3,0,0,0,0,22
2007-07-31,Sabah,1,4,4,7,3,3,3,1,0,0,26
2007-08-01,Sabah,25,1,4,3,1,0,1,0,0,0,35
2007-08-02,Sabah,1,0,0,0,2,3,3,0,0,0,9
2007-08-03,Sabah,12,13,6,6,1,1,0,0,0,0,39
2007-08-04,Sabah,0,1,2,0,0,0,0,0,0,0,3
2007-08-05,Sabah,7,3,5,10,7,6,4,1,0,1,44
2007-08-06,Sabah,10,4,6,3,0,3,0,1,0,0,27
2007-08-07,Sabah,1,2,3,0,0,1,0,0,0,0,7
2007-08-08,Sabah,20,14,22,9,7,14,3,0,0,0,89
2007-08-09,Sabah,5,5,4,1,5,4,0,0,0,0,24
2007-08-10,Sabah,19,1,2,1,1,1,0,0,0,0,25
2007-08-11,Sabah,58,14,4,11,5,3,1,1,0,2,99
2007-08-12,Sabah,25,20,13,22,18,18,14,4,1,2,137
2007-08-13,Sabah,27,12,3,6,3,5,2,0,0,0,58
2007-08-14,Sabah,12,29,18,11,5,3,0,0,0,2,80
2007-08-15,Sabah,37,6,9,4,3,3,0,1,0,2,65
2007-08-16,Sabah,49,5,1,1,3,0,1,0,0,1,61
2007-08-17,Sabah,34,13,3,0,0,1,1,0,0,2,54
2007-08-18,Sabah,2,0,1,0,1,0,0,1,0,0,5
2007-08-19,Sabah,24,13,16,16,18,15,2,3,0,1,108
2007-08-20,Sabah,31,21,11,11,6,3,1,0,0,0,84
2007-08-21,Sabah,10,9,3,5,5,3,0,0,0,0,35
2007-08-22,Sabah,22,7,8,4,2,4,0,0,0,1,48
2007-08-23,Sabah,18,3,2,1,2,1,0,0,0,0,27
2007-08-24,Sabah,3,9,3,2,3,2,0,0,0,0,22
2007-08-25,Sabah,36,26,14,8,5,3,0,0,0,4,96
2007-08-26,Sabah,3,3,0,4,3,0,0,0,0,0,13
2007-08-27,Sabah,17,5,2,4,1,0,0,0,0,2,31
2007-08-28,Sabah,1,4,5,3,1,6,0,0,0,0,20
2007-08-29,Sabah,12,3,1,2,1,3,3,1,0,0,26
2007-08-30,Sabah,5,1,0,3,2,2,0,0,0,1,14
2007-08-31,Sabah,1,1,1,1,1,0,1,0,0,1,7
2007-09-01,Sabah,1,5,2,3,1,1,0,0,0,0,13
2007-09-02,Sabah,26,26,18,11,5,5,4,1,0,0,96
2007-09-03,Sabah,2,2,1,2,1,0,0,1,0,0,9
2007-09-04,Sabah,23,1,2,1,1,1,0,0,0,0,29
2007-09-05,Sabah,2,1,0,0,2,0,0,0,0,0,5
2007-09-06,Sabah,30,19,14,6,6,9,10,2,0,1,97
2007-09-07,Sabah,0,1,0,0,0,0,0,0,0,0,1
2007-09-08,Sabah,223,115,49,48,37,28,15,5,0,3,523
2007-09-09,Sabah,1,0,0,0,0,0,0,0,0,0,1
2007-09-10,Sabah,16,11,6,2,4,7,2,0,0,0,48
2007-09-11,Sabah,7,2,1,2,3,1,0,1,0,1,18
2007-09-12,Sabah,23,3,3,1,0,0,0,0,0,1,31
2007-09-13,Sabah,2,1,1,1,0,0,0,0,0,1,6
2007-09-14,Sabah,0,1,0,0,0,0,0,0,0,0,1
2007-09-15,Sabah,3,3,0,3,3,4,3,3,0,0,22
2007-09-16,Sabah,33,11,20,12,23,17,7,3,0,0,126
2007-09-17,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-09-18,Sabah,36,4,5,3,1,0,0,0,0,0,49
2007-09-19,Sabah,44,2,3,1,1,0,0,0,0,0,51
2007-09-20,Sabah,3,0,0,0,3,1,1,0,0,0,8
2007-09-21,Sabah,13,0,0,0,1,0,0,0,0,0,14
2007-09-22,Sabah,3,9,4,3,2,3,1,0,0,0,25
2007-09-23,Sabah,13,6,9,12,4,8,9,6,1,0,68
2007-09-24,Sabah,6,3,5,1,0,1,0,1,0,0,17
2007-09-25,Sabah,11,1,4,3,3,2,2,0,0,0,26
2007-09-26,Sabah,50,1,1,4,2,0,0,0,0,0,58
2007-09-27,Sabah,85,1,0,1,0,0,0,0,0,0,87
2007-09-28,Sabah,10,9,7,6,1,1,1,0,0,0,35
2007-09-29,Sabah,0,0,0,0,0,0,0,0,0,0,0
2007-09-30,Sabah,4,10,4,4,3,3,4,0,0,0,32
2007-10-01,Sabah,0,2,0,1,0,1,0,0,0,0,4
2007-10-02,Sabah,5,1,0,0,0,0,0,0,0,0,6
2007-10-03,Sabah,23,4,2,1,1,1,0,0,0,0,32
2007-10-04,Sabah,44,0,0,2,0,0,0,0,0,0,46
2007-10-05,Sabah,12,4,9,3,4,3,4,0,0,0,39
2007-10-06,Sabah,1,1,1,1,0,0,2,0,0,0,6
2007-10-07,Sabah,14,7,8,9,6,5,2,1,1,0,53
2007-10-08,Sabah,4,2,0,4,0,0,0,0,0,0,10
2007-10-09,Sabah,36,6,8,2,3,2,2,0,0,1,60
2007-10-10,Sabah,1,5,4,3,1,1,0,0,0,0,15
2007-10-11,Sabah,1,2,3,2,8,1,1,0,0,0,18
2007-10-12,Sabah,5,12,3,7,1,1,0,0,0,0,29
2007-10-13,Sabah,2,1,2,1,1,1,0,0,0,0,8
2007-10-14,Sabah,8,2,0,1,5,7,2,5,0,0,30
2007-10-15,Sabah,4,1,0,1,2,3,1,0,0,0,12
2007-10-16,Sabah,9,6,4,2,2,1,0,1,0,0,25
